Key,NUTS2 Origin,NUTS2 Destination,Distance (km),Time (h)
EL65-ES13,EL65,ES13,2828.73,31.54
EL65-ES21,EL65,ES21,2698.81,30.06
EL65-ES22,EL65,ES22,2647.57,29.31
EL65-ES23,EL65,ES23,2741.57,30.34
EL65-ES24,EL65,ES24,2597.35,28.3
EL65-ES30,EL65,ES30,2909.21,31.76
EL65-ES41,EL65,ES41,2915.08,32.4
EL65-ES42,EL65,ES42,2912.11,31.55
EL65-ES43,EL65,ES43,3243.86,35.31
EL65-ES51,EL65,ES51,2388.33,25.92
EL65-ES52,EL65,ES52,2660.8,28.78
EL65-ES53,EL65,ES53,2465.51,26.55
EL65-ES61,EL65,ES61,3170.12,34.15
EL65-ES62,EL65,ES62,2867.26,30.78
EL65-ES63,EL65,ES63,3360.3,35.95
EL65-FI19,EL65,FI19,3594.72,37.44
EL65-FI1B,EL65,FI1B,3235.38,33.11
EL65-FI1C,EL65,FI1C,3342.64,34.87
EL65-FI1D,EL65,FI1D,3853.44,39.99
EL65-FI20,EL65,FI20,3295.41,34.76
EL65-FR10,EL65,FR10,2314.5,25.43
EL65-FR21,EL65,FR21,2209.55,24.09
EL65-FR22,EL65,FR22,2405.31,26.42
EL65-FR23,EL65,FR23,2446.96,27
EL65-FR24,EL65,FR24,2351.29,26.05
EL65-FR25,EL65,FR25,2566.96,28.65
EL65-FR26,EL65,FR26,2100.1,23.01
EL65-FR30,EL65,FR30,2452.26,26.83
EL65-FR41,EL65,FR41,2097.5,22.62
EL65-FR42,EL65,FR42,1976.05,21.16
EL65-FR43,EL65,FR43,1998.06,21.7
EL65-FR51,EL65,FR51,2515.63,28.18
EL65-FR52,EL65,FR52,2725.59,30.82
EL65-FR53,EL65,FR53,2424.48,27.17
EL65-FR61,EL65,FR61,2447.11,27.12
EL65-FR62,EL65,FR62,2297.79,25.44
EL65-FR63,EL65,FR63,2264.47,25.22
EL65-FR71,EL65,FR71,1924.95,21.16
EL65-FR72,EL65,FR72,2152.96,23.83
EL65-FR81,EL65,FR81,2135.37,23.58
EL65-FR82,EL65,FR82,1894.94,20.71
EL65-FR83,EL65,FR83,1607.56,17.31
EL65-HR03,EL65,HR03,1151.94,11.69
EL65-HR04,EL65,HR04,1324.52,13.25
EL65-HU10,EL65,HU10,1556.54,15.47
EL65-HU21,EL65,HU21,1517.19,15.16
EL65-HU22,EL65,HU22,1544.93,15.54
EL65-HU23,EL65,HU23,1390.48,13.85
EL65-HU31,EL65,HU31,1657.75,16.64
EL65-HU32,EL65,HU32,1584.37,15.86
EL65-HU33,EL65,HU33,1451.06,14.52
EL65-IE01,EL65,IE01,3455.28,39.75
EL65-IE02,EL65,IE02,3340.47,38.16
EL65-ITC1,EL65,ITC1,1640.42,17.83
EL65-ITC2,EL65,ITC2,1729.18,18.81
EL65-ITC3,EL65,ITC3,1624.8,17.44
EL65-ITC4,EL65,ITC4,1560.83,16.71
EL65-ITF1,EL65,ITF1,1074.44,11.3
EL65-ITF2,EL65,ITF2,968.82,10.21
EL65-ITF3,EL65,ITF3,923.66,9.79
EL65-ITF4,EL65,ITF4,731.62,7.63
EL65-ITF5,EL65,ITF5,786.32,8.27
EL65-ITF6,EL65,ITF6,883.47,9.13
EL65-ITG1,EL65,ITG1,1230.61,12.68
EL65-ITG2,EL65,ITG2,1575.03,17
EL65-ITH1,EL65,ITH1,1562.22,16.37
EL65-ITH2,EL65,ITH2,1494.83,15.66
EL65-ITH3,EL65,ITH3,1389.33,14.46
EL65-ITH4,EL65,ITH4,1406.89,14.53
EL65-ITH5,EL65,ITH5,1392.21,14.85
EL65-ITI1,EL65,ITI1,1380.02,14.69
EL65-ITI2,EL65,ITI2,1270.17,13.48
EL65-ITI3,EL65,ITI3,1209.8,12.69
EL65-ITI4,EL65,ITI4,1135.56,12.11
EL65-LT00,EL65,LT00,2602.89,26.5
EL65-LU00,EL65,LU00,2222.37,23.81
EL65-LV00,EL65,LV00,2873.38,29.66
EL65-NL11,EL65,NL11,2562.2,27.32
EL65-NL12,EL65,NL12,2577.85,27.41
EL65-NL13,EL65,NL13,2521.68,26.95
EL65-NL21,EL65,NL21,2478.8,26.33
EL65-NL22,EL65,NL22,2431.43,25.94
EL65-NL23,EL65,NL23,2505.85,26.72
EL65-NL31,EL65,NL31,2477.25,26.57
EL65-NL32,EL65,NL32,2546.55,27.29
EL65-NL33,EL65,NL33,2515.87,27.15
EL65-NL34,EL65,NL34,2498,26.96
EL65-NL41,EL65,NL41,2436.12,26.21
EL65-NL42,EL65,NL42,2362.51,25.34
EL65-PL11,EL65,PL11,2130.98,21.51
EL65-PL12,EL65,PL12,2197.23,22.13
EL65-PL21,EL65,PL21,1931.73,19.49
EL65-PL22,EL65,PL22,1937.88,19.51
EL65-PL31,EL65,PL31,2096.94,21.24
EL65-PL32,EL65,PL32,1927.51,19.41
EL65-PL33,EL65,PL33,2038.18,20.53
EL65-PL34,EL65,PL34,2360.27,24.16
EL65-PL41,EL65,PL41,2238.44,22.81
EL65-PL42,EL65,PL42,2374.01,24.14
EL65-PL43,EL65,PL43,2202.51,22.23
EL65-PL51,EL65,PL51,2046.9,20.57
EL65-PL52,EL65,PL52,1977.33,19.93
EL65-PL61,EL65,PL61,2303.62,23.31
EL65-PL62,EL65,PL62,2390.93,24.15
EL65-PL63,EL65,PL63,2446.08,25
EL65-PT11,EL65,PT11,3257.44,36.18
EL65-PT15,EL65,PT15,3509.72,37.79
EL65-PT16,EL65,PT16,3373.48,37.27
EL65-PT17,EL65,PT17,3495.23,37.91
EL65-PT18,EL65,PT18,3437.26,37.24
EL65-RO11,EL65,RO11,1528.27,15.23
EL65-RO12,EL65,RO12,1389.39,13.85
EL65-RO21,EL65,RO21,1552.72,15.47
EL65-RO22,EL65,RO22,1406.75,14.13
EL65-RO31,EL65,RO31,1241.89,12.52
EL65-RO32,EL65,RO32,1224.14,12.32
EL65-RO41,EL65,RO41,1189.07,11.79
EL65-RO42,EL65,RO42,1298.28,12.95
EL65-SE11,EL65,SE11,3155.17,32.78
EL65-SE12,EL65,SE12,3066.76,31.43
EL65-SE21,EL65,SE21,2961.73,30.75
EL65-SE22,EL65,SE22,2721.06,27.74
EL65-SE23,EL65,SE23,2972.36,30.44
EL65-SE31,EL65,SE31,3352.67,34.65
EL65-SE32,EL65,SE32,3597.98,37.7
EL65-SE33,EL65,SE33,3970.97,42.71
EL65-SI03,EL65,SI03,1448.49,14.72
EL65-SI04,EL65,SI04,1397.67,14.22
EL65-SK01,EL65,SK01,1682.14,16.89
EL65-SK02,EL65,SK02,1672.55,16.69
EL65-SK03,EL65,SK03,1723.96,17.23
EL65-SK04,EL65,SK04,1788.26,18
EL65-UKC1,EL65,UKC1,3050.53,33.67
EL65-UKC2,EL65,UKC2,3072.17,34.39
EL65-UKD1,EL65,UKD1,3110.27,34.71
EL65-UKD3,EL65,UKD3,3016.56,33.51
EL65-UKD4,EL65,UKD4,3055.75,33.96
EL65-UKD6,EL65,UKD6,2988.41,33.29
EL65-UKD7,EL65,UKD7,3025.67,33.73
EL65-UKE1,EL65,UKE1,2905.24,31.96
EL65-UKE2,EL65,UKE2,2992.77,33.09
EL65-UKE3,EL65,UKE3,2965.01,33.02
EL65-UKE4,EL65,UKE4,2988.23,33.14
EL65-UKF1,EL65,UKF1,2936.12,32.5
EL65-UKF2,EL65,UKF2,2850.29,31.57
EL65-UKF3,EL65,UKF3,2907.49,32.21
EL65-UKG1,EL65,UKG1,2892.95,32.38
EL65-UKG2,EL65,UKG2,2935.4,32.8
EL65-UKG3,EL65,UKG3,2889.09,32.21
EL65-UKH1,EL65,UKH1,2742.7,30.25
EL65-UKH2,EL65,UKH2,2768.58,30.68
EL65-UKH3,EL65,UKH3,2732.3,30.15
EL65-UKI3,EL65,UKI3,2711.19,30.06
EL65-UKI4,EL65,UKI4,2704.74,29.97
EL65-UKI5,EL65,UKI5,2705.23,29.95
EL65-UKI6,EL65,UKI6,2705.07,29.99
EL65-UKI7,EL65,UKI7,2722.85,30.22
EL65-UKJ1,EL65,UKJ1,2790.39,31.1
EL65-UKJ2,EL65,UKJ2,2694.77,29.68
EL65-UKJ3,EL65,UKJ3,2727.36,30.18
EL65-UKJ4,EL65,UKJ4,2645.23,29.21
EL65-UKK1,EL65,UKK1,2871.39,31.89
EL65-UKK2,EL65,UKK2,2838.14,31.6
EL65-UKK3,EL65,UKK3,3032.57,34.2
EL65-UKK4,EL65,UKK4,2927.83,32.85
EL65-UKL1,EL65,UKL1,3062.1,34.61
EL65-UKL2,EL65,UKL2,2972.56,33.47
EL65-UKM2,EL65,UKM2,3240.25,36.48
EL65-UKM3,EL65,UKM3,3251.8,36.88
EL65-UKM5,EL65,UKM5,3397.57,38.35
EL65-UKM6,EL65,UKM6,3527.38,40.04
EL65-UKN0,EL65,UKN0,3397.35,38.64
ES11-AT11,ES11,AT11,2505.17,29.27
ES11-AT12,ES11,AT12,2394.13,28.04
ES11-AT13,ES11,AT13,2436.57,28.59
ES11-AT21,ES11,AT21,2257.74,25.91
ES11-AT22,ES11,AT22,2360.85,27.44
ES11-AT31,ES11,AT31,2248.4,26.17
ES11-AT32,ES11,AT32,2171.38,25.07
ES11-AT33,ES11,AT33,2038.86,23.46
ES11-AT34,ES11,AT34,1911.59,21.84
ES11-BE10,ES11,BE10,1709.87,18.36
ES11-BE21,ES11,BE21,1768.34,19
ES11-BE22,ES11,BE22,1782.12,19.42
ES11-BE23,ES11,BE23,1708.59,18.19
ES11-BE24,ES11,BE24,1722.01,18.52
ES11-BE25,ES11,BE25,1674.98,17.69
ES11-BE31,ES11,BE31,1711.61,18.47
ES11-BE32,ES11,BE32,1651.82,17.71
ES11-BE33,ES11,BE33,1789.34,19.57
ES11-BE34,ES11,BE34,1717.58,18.85
ES11-BE35,ES11,BE35,1690.17,18.4
ES11-BG31,ES11,BG31,3190.04,36.89
ES11-BG32,ES11,BG32,3370.85,39.03
ES11-BG33,ES11,BG33,3454.47,39.98
ES11-BG34,ES11,BG34,3464,39.88
ES11-BG41,ES11,BG41,3219.43,36.75
ES11-BG42,ES11,BG42,3342.18,38.4
ES11-CH01,ES11,CH01,1633.76,18.53
ES11-CH02,ES11,CH02,1655.92,18.73
ES11-CH03,ES11,CH03,1717.17,19.47
ES11-CH04,ES11,CH04,1768.77,20.18
ES11-CH05,ES11,CH05,1842.22,21.05
ES11-CH06,ES11,CH06,1760.64,20
ES11-CH07,ES11,CH07,1816.57,20.64
ES11-CZ01,ES11,CZ01,2338.08,27.16
ES11-CZ02,ES11,CZ02,2338.66,27.18
ES11-CZ03,ES11,CZ03,2305.3,26.68
ES11-CZ04,ES11,CZ04,2292.33,26.37
ES11-CZ05,ES11,CZ05,2450.35,28.64
ES11-CZ06,ES11,CZ06,2479.3,28.98
ES11-CZ07,ES11,CZ07,2577.03,30.2
ES11-CZ08,ES11,CZ08,2640.78,31.01
ES11-DE11,ES11,DE11,1938.22,22.03
ES11-DE12,ES11,DE12,1860.25,21
ES11-DE13,ES11,DE13,1761.07,20.05
ES11-DE14,ES11,DE14,1864.83,21.31
ES11-DE21,ES11,DE21,2053.49,23.69
ES11-DE22,ES11,DE22,2149.42,24.84
ES11-DE23,ES11,DE23,2129.51,24.51
ES11-DE24,ES11,DE24,2114.34,24.09
ES11-DE25,ES11,DE25,2031.54,23.22
ES11-DE26,ES11,DE26,2033.77,22.97
ES11-DE27,ES11,DE27,1957.14,22.45
ES11-DE30,ES11,DE30,2434.25,27.86
ES11-DE40,ES11,DE40,2424.05,27.94
ES11-DE50,ES11,DE50,2184.72,24.16
ES11-DE60,ES11,DE60,2264.16,25.25
ES11-DE71,ES11,DE71,1936.69,21.84
ES11-DE72,ES11,DE72,1986.1,22.3
ES11-DE73,ES11,DE73,2082.12,23.39
ES11-DE80,ES11,DE80,2531.05,28.87
ES11-DE91,ES11,DE91,2187.31,24.53
ES11-DE92,ES11,DE92,2138.5,23.97
ES11-DE93,ES11,DE93,2233.15,24.99
ES11-DE94,ES11,DE94,2119.65,23.21
ES11-DEA1,ES11,DEA1,1893.64,20.8
ES11-DEA2,ES11,DEA2,1878.18,20.76
ES11-DEA3,ES11,DEA3,1975.74,21.79
ES11-DEA4,ES11,DEA4,2075.41,23.21
ES11-DEA5,ES11,DEA5,1996.14,22.24
ES11-DEB1,ES11,DEB1,1880.19,20.97
ES11-DEB2,ES11,DEB2,1790.21,19.84
ES11-DEB3,ES11,DEB3,1823.06,20.53
ES11-DED2,ES11,DED2,2384.76,27.4
ES11-DED4,ES11,DED4,2258.44,25.81
ES11-DED5,ES11,DED5,2303.6,26.45
ES11-DEE0,ES11,DEE0,2298.52,26.07
ES11-DEF0,ES11,DEF0,2365.34,26.32
ES11-DEG0,ES11,DEG0,2162.65,24.63
ES11-DK01,ES11,DK01,2592.08,29.21
ES11-DK02,ES11,DK02,2522.52,28.31
ES11-DK03,ES11,DK03,2496.74,28.6
ES11-DK04,ES11,DK04,2498.22,28.41
ES11-DK05,ES11,DK05,2573.98,29.12
ES11-EE00,ES11,EE00,3659.9,43.13
ES11-EL30,ES11,EL30,3314.21,37.12
ES11-EL41,ES11,EL41,3563,39.71
ES11-EL42,ES11,EL42,3677.12,40.97
ES11-EL43,ES11,EL43,3636.97,40.13
ES11-EL51,ES11,EL51,3374.52,38.32
ES11-EL52,ES11,EL52,3148.88,35.83
ES11-EL53,ES11,EL53,3009.57,34.25
ES11-EL54,ES11,EL54,2950.17,33.39
ES11-EL61,ES11,EL61,3196.49,35.99
ES11-EL62,ES11,EL62,3367.86,37.46
ES11-EL63,ES11,EL63,3110.1,34.94
ES11-EL64,ES11,EL64,3291.52,36.9
ES11-EL65,ES11,EL65,3249.55,36.29
ES11-ES11,ES11,ES11,0,0
ES11-ES12,ES11,ES12,275.11,2.96
ES11-ES13,ES11,ES13,457.04,5.09
ES11-ES21,ES11,ES21,595.8,6.65
ES11-ES22,ES11,ES22,685.12,7.65
ES11-ES23,ES11,ES23,594.11,6.65
ES11-ES24,ES11,ES24,780.54,8.69
ES11-ES30,ES11,ES30,556.26,5.91
ES11-ES41,ES11,ES41,413.16,4.55
ES11-ES42,ES11,ES42,655.13,6.88
ES11-ES43,ES11,ES43,622.39,6.27
ES11-ES51,ES11,ES51,976.93,10.99
ES11-ES52,ES11,ES52,889.63,9.51
ES11-ES53,ES11,ES53,1196.82,13.01
ES11-ES61,ES11,ES61,923.9,9.13
ES11-ES62,ES11,ES62,959.2,9.97
ES11-ES63,ES11,ES63,1014.52,9.79
ES11-FI19,ES11,FI19,3740.77,45.53
ES11-FI1B,ES11,FI1B,3545.13,42.56
ES11-FI1C,ES11,FI1C,3509.98,41.86
ES11-FI1D,ES11,FI1D,4042.75,49.92
ES11-FI20,ES11,FI20,3363.74,39.25
ES11-FR10,ES11,FR10,1420.26,15.29
ES11-FR21,ES11,FR21,1557.82,17.15
ES11-FR22,ES11,FR22,1517.61,16.17
ES11-FR23,ES11,FR23,1449.6,15.34
ES11-FR24,ES11,FR24,1274.22,13.7
ES11-FR25,ES11,FR25,1388.53,14.69
ES11-FR26,ES11,FR26,1424.35,15.86
ES11-FR30,ES11,FR30,1616.86,17.15
ES11-FR41,ES11,FR41,1672.65,18.6
ES11-FR42,ES11,FR42,1711.23,19.29
ES11-FR43,ES11,FR43,1533.47,17.29
ES11-FR51,ES11,FR51,1236.84,13.26
ES11-FR52,ES11,FR52,1418.57,15.43
ES11-FR53,ES11,FR53,1063.61,11.45
ES11-FR61,ES11,FR61,881.91,9.88
ES11-FR62,ES11,FR62,974.53,11.06
ES11-FR63,ES11,FR63,1144.79,12.72
ES11-FR71,ES11,FR71,1456.35,16.4
ES11-FR72,ES11,FR72,1233.27,13.85
ES11-FR81,ES11,FR81,1115.59,12.74
ES11-FR82,ES11,FR82,1401.32,16.03
ES11-FR83,ES11,FR83,1730.69,19.64
ES11-HR03,ES11,HR03,2348.97,27.06
ES11-HR04,ES11,HR04,2498.48,28.91
ES11-HU10,ES11,HU10,2690.49,31.73
ES11-HU21,ES11,HU21,2617.76,30.65
ES11-HU22,ES11,HU22,2549.57,29.74
ES11-HU23,ES11,HU23,2576.39,29.91
ES11-HU31,ES11,HU31,2811.55,33.2
ES11-HU32,ES11,HU32,2864.84,33.93
ES11-HU33,ES11,HU33,2793.02,32.48
ES11-IE01,ES11,IE01,2113.98,22.64
ES11-IE02,ES11,IE02,2010.26,21.88
ES11-ITC1,ES11,ITC1,1676.44,19.1
ES11-ITC2,ES11,ITC2,1636.62,18.59
ES11-ITC3,ES11,ITC3,1703.32,19.52
ES11-ITC4,ES11,ITC4,1822.02,20.85
ES11-ITF1,ES11,ITF1,2263.42,25.76
ES11-ITF2,ES11,ITF2,2332.2,26.53
ES11-ITF3,ES11,ITF3,2362.1,26.82
ES11-ITF4,ES11,ITF4,2537.04,28.84
ES11-ITF5,ES11,ITF5,2486.51,28.21
ES11-ITF6,ES11,ITF6,2637.71,29.61
ES11-ITG1,ES11,ITG1,2487.71,27.51
ES11-ITG2,ES11,ITG2,1885.61,21
ES11-ITH1,ES11,ITH1,2044.96,23.33
ES11-ITH2,ES11,ITH2,1980.68,22.67
ES11-ITH3,ES11,ITH3,2016.92,23.26
ES11-ITH4,ES11,ITH4,2132.04,24.62
ES11-ITH5,ES11,ITH5,1914.71,21.96
ES11-ITI1,ES11,ITI1,1940.44,22.23
ES11-ITI2,ES11,ITI2,2064.13,23.59
ES11-ITI3,ES11,ITI3,2138.04,24.38
ES11-ITI4,ES11,ITI4,2152.57,24.53
ES11-LT00,ES11,LT00,3269.04,39.11
ES11-LU00,ES11,LU00,1739.19,19.24
ES11-LV00,ES11,LV00,3441.34,41.05
ES11-NL11,ES11,NL11,2067.38,22.33
ES11-NL12,ES11,NL12,2030.82,21.79
ES11-NL13,ES11,NL13,2015.33,21.79
ES11-NL21,ES11,NL21,1976.82,21.41
ES11-NL22,ES11,NL22,1904.17,20.59
ES11-NL23,ES11,NL23,1942.05,20.85
ES11-NL31,ES11,NL31,1873.47,20.06
ES11-NL32,ES11,NL32,1939.29,20.75
ES11-NL33,ES11,NL33,1857.81,19.89
ES11-NL34,ES11,NL34,1772.04,18.84
ES11-NL41,ES11,NL41,1815.25,19.53
ES11-NL42,ES11,NL42,1830.13,19.99
ES11-PL11,ES11,PL11,2799.95,32.96
ES11-PL12,ES11,PL12,2938.04,34.74
ES11-PL21,ES11,PL21,2809.2,33.34
ES11-PL22,ES11,PL22,2704.7,31.99
ES11-PL31,ES11,PL31,3036.4,36.31
ES11-PL32,ES11,PL32,2952.98,35.26
ES11-PL33,ES11,PL33,2857.53,33.91
ES11-PL34,ES11,PL34,3101.08,36.78
ES11-PL41,ES11,PL41,2696.71,31.61
ES11-PL42,ES11,PL42,2630.45,30.31
ES11-PL43,ES11,PL43,2547.76,29.59
ES11-PL51,ES11,PL51,2561.72,29.76
ES11-PL52,ES11,PL52,2617.02,30.79
ES11-PL61,ES11,PL61,2809.18,33
ES11-PL62,ES11,PL62,2981.59,35.31
ES11-PL63,ES11,PL63,2833.2,33.23
ES11-PT11,ES11,PT11,200.25,2.01
ES11-PT15,ES11,PT15,733.38,6.87
ES11-PT16,ES11,PT16,399.95,3.83
ES11-PT17,ES11,PT17,531.76,5
ES11-PT18,ES11,PT18,566.12,5.32
ES11-RO11,ES11,RO11,3061.56,36.24
ES11-RO12,ES11,RO12,3213.64,37.45
ES11-RO21,ES11,RO21,3396.8,40.2
ES11-RO22,ES11,RO22,3526.76,41.01
ES11-RO31,ES11,RO31,3332.45,38.6
ES11-RO32,ES11,RO32,3374.93,39.09
ES11-RO41,ES11,RO41,3146.08,36.43
ES11-RO42,ES11,RO42,2972.32,34.5
ES11-SE11,ES11,SE11,3223.49,37.26
ES11-SE12,ES11,SE12,3125.28,37.07
ES11-SE21,ES11,SE21,2933.09,33.62
ES11-SE22,ES11,SE22,2712.43,30.91
ES11-SE23,ES11,SE23,2780.59,31.87
ES11-SE31,ES11,SE31,3266.43,38.12
ES11-SE32,ES11,SE32,3561.6,41.99
ES11-SE33,ES11,SE33,3958.93,47.56
ES11-SI03,ES11,SI03,2341.12,27.06
ES11-SI04,ES11,SI04,2224.74,25.71
ES11-SK01,ES11,SK01,2523.75,29.66
ES11-SK02,ES11,SK02,2597.78,30.58
ES11-SK03,ES11,SK03,2708.49,31.92
ES11-SK04,ES11,SK04,2873.59,33.99
ES11-UKC1,ES11,UKC1,1875.54,19.23
ES11-UKC2,ES11,UKC2,1947.64,20.07
ES11-UKD1,ES11,UKD1,1841.91,18.8
ES11-UKD3,ES11,UKD3,1720.62,17.51
ES11-UKD4,ES11,UKD4,1758.21,17.94
ES11-UKD6,ES11,UKD6,1690.86,17.27
ES11-UKD7,ES11,UKD7,1728.12,17.71
ES11-UKE1,ES11,UKE1,1789.1,18.52
ES11-UKE2,ES11,UKE2,1815.73,18.62
ES11-UKE3,ES11,UKE3,1719.46,17.62
ES11-UKE4,ES11,UKE4,1763.22,18.06
ES11-UKF1,ES11,UKF1,1678.73,17.19
ES11-UKF2,ES11,UKF2,1643.78,17.02
ES11-UKF3,ES11,UKF3,1746.97,18.15
ES11-UKG1,ES11,UKG1,1557.37,15.86
ES11-UKG2,ES11,UKG2,1622.22,16.56
ES11-UKG3,ES11,UKG3,1592.86,16.26
ES11-UKH1,ES11,UKH1,1749.45,18.62
ES11-UKH2,ES11,UKH2,1645.77,17.33
ES11-UKH3,ES11,UKH3,1687.59,18.02
ES11-UKI3,ES11,UKI3,1610.59,17.06
ES11-UKI4,ES11,UKI4,1622.2,17.19
ES11-UKI5,ES11,UKI5,1635.71,17.37
ES11-UKI6,ES11,UKI6,1621.01,17.17
ES11-UKI7,ES11,UKI7,1607.43,17
ES11-UKJ1,ES11,UKJ1,1590.33,16.54
ES11-UKJ2,ES11,UKJ2,1613.38,17.1
ES11-UKJ3,ES11,UKJ3,1524.06,15.89
ES11-UKJ4,ES11,UKJ4,1675.53,17.94
ES11-UKK1,ES11,UKK1,1491.29,15.25
ES11-UKK2,ES11,UKK2,1415.72,14.48
ES11-UKK3,ES11,UKK3,1344.8,13.63
ES11-UKK4,ES11,UKK4,1335.51,13.42
ES11-UKL1,ES11,UKL1,1669.99,17.32
ES11-UKL2,ES11,UKL2,1592.45,16.34
ES11-UKM2,ES11,UKM2,2071.53,21.36
ES11-UKM3,ES11,UKM3,2009.26,20.82
ES11-UKM5,ES11,UKM5,2228.85,23.23
ES11-UKM6,ES11,UKM6,2358.67,24.92
ES11-UKN0,ES11,UKN0,2068.66,22.19
ES12-AT11,ES12,AT11,2242.98,26.42
ES12-AT12,ES12,AT12,2131.95,25.19
ES12-AT13,ES12,AT13,2174.39,25.74
ES12-AT21,ES12,AT21,1995.56,23.05
ES12-AT22,ES12,AT22,2098.67,24.59
ES12-AT31,ES12,AT31,1986.22,23.32
ES12-AT32,ES12,AT32,1909.2,22.22
ES12-AT33,ES12,AT33,1776.68,20.6
ES12-AT34,ES12,AT34,1649.41,18.99
ES12-BE10,ES12,BE10,1447.69,15.51
ES12-BE21,ES12,BE21,1506.15,16.15
ES12-BE22,ES12,BE22,1519.93,16.57
ES12-BE23,ES12,BE23,1446.41,15.34
ES12-BE24,ES12,BE24,1459.82,15.67
ES12-BE25,ES12,BE25,1412.79,14.84
ES12-BE31,ES12,BE31,1449.42,15.62
ES12-BE32,ES12,BE32,1389.63,14.85
ES12-BE33,ES12,BE33,1527.16,16.72
ES12-BE34,ES12,BE34,1455.4,16
ES12-BE35,ES12,BE35,1427.98,15.54
ES12-BG31,ES12,BG31,2927.85,34.04
ES12-BG32,ES12,BG32,3108.66,36.18
ES12-BG33,ES12,BG33,3192.29,37.13
ES12-BG34,ES12,BG34,3201.82,37.03
ES12-BG41,ES12,BG41,2957.24,33.89
ES12-BG42,ES12,BG42,3080,35.55
ES12-CH01,ES12,CH01,1371.57,15.68
ES12-CH02,ES12,CH02,1393.73,15.88
ES12-CH03,ES12,CH03,1454.98,16.62
ES12-CH04,ES12,CH04,1506.59,17.33
ES12-CH05,ES12,CH05,1580.04,18.2
ES12-CH06,ES12,CH06,1498.46,17.15
ES12-CH07,ES12,CH07,1554.39,17.79
ES12-CZ01,ES12,CZ01,2075.9,24.31
ES12-CZ02,ES12,CZ02,2076.47,24.33
ES12-CZ03,ES12,CZ03,2043.11,23.82
ES12-CZ04,ES12,CZ04,2030.15,23.51
ES12-CZ05,ES12,CZ05,2188.16,25.79
ES12-CZ06,ES12,CZ06,2217.11,26.13
ES12-CZ07,ES12,CZ07,2314.84,27.35
ES12-CZ08,ES12,CZ08,2378.6,28.16
ES12-DE11,ES12,DE11,1676.04,19.18
ES12-DE12,ES12,DE12,1598.06,18.15
ES12-DE13,ES12,DE13,1498.89,17.2
ES12-DE14,ES12,DE14,1602.64,18.46
ES12-DE21,ES12,DE21,1791.31,20.84
ES12-DE22,ES12,DE22,1887.24,21.99
ES12-DE23,ES12,DE23,1867.32,21.66
ES12-DE24,ES12,DE24,1852.16,21.24
ES12-DE25,ES12,DE25,1769.35,20.36
ES12-DE26,ES12,DE26,1771.58,20.12
ES12-DE27,ES12,DE27,1694.95,19.6
ES12-DE30,ES12,DE30,2172.06,25.01
ES12-DE40,ES12,DE40,2161.86,25.08
ES12-DE50,ES12,DE50,1922.53,21.3
ES12-DE60,ES12,DE60,2001.98,22.4
ES12-DE71,ES12,DE71,1674.5,18.99
ES12-DE72,ES12,DE72,1723.91,19.45
ES12-DE73,ES12,DE73,1819.93,20.54
ES12-DE80,ES12,DE80,2268.86,26.02
ES12-DE91,ES12,DE91,1925.12,21.67
ES12-DE92,ES12,DE92,1876.32,21.12
ES12-DE93,ES12,DE93,1970.96,22.14
ES12-DE94,ES12,DE94,1857.47,20.36
ES12-DEA1,ES12,DEA1,1631.45,17.95
ES12-DEA2,ES12,DEA2,1615.99,17.91
ES12-DEA3,ES12,DEA3,1713.55,18.93
ES12-DEA4,ES12,DEA4,1813.23,20.36
ES12-DEA5,ES12,DEA5,1733.95,19.38
ES12-DEB1,ES12,DEB1,1618,18.11
ES12-DEB2,ES12,DEB2,1528.02,16.99
ES12-DEB3,ES12,DEB3,1560.88,17.68
ES12-DED2,ES12,DED2,2122.58,24.55
ES12-DED4,ES12,DED4,1996.26,22.96
ES12-DED5,ES12,DED5,2041.42,23.6
ES12-DEE0,ES12,DEE0,2036.34,23.22
ES12-DEF0,ES12,DEF0,2103.16,23.47
ES12-DEG0,ES12,DEG0,1900.46,21.78
ES12-DK01,ES12,DK01,2329.9,26.36
ES12-DK02,ES12,DK02,2260.34,25.46
ES12-DK03,ES12,DK03,2234.56,25.75
ES12-DK04,ES12,DK04,2236.03,25.56
ES12-DK05,ES12,DK05,2311.8,26.27
ES12-EE00,ES12,EE00,3397.71,40.27
ES12-EL30,ES12,EL30,3052.03,34.27
ES12-EL41,ES12,EL41,3300.81,36.86
ES12-EL42,ES12,EL42,3414.94,38.12
ES12-EL43,ES12,EL43,3374.79,37.28
ES12-EL51,ES12,EL51,3112.34,35.47
ES12-EL52,ES12,EL52,2886.69,32.97
ES12-EL53,ES12,EL53,2747.39,31.39
ES12-EL54,ES12,EL54,2687.98,30.54
ES12-EL61,ES12,EL61,2934.3,33.14
ES12-EL62,ES12,EL62,3105.68,34.6
ES12-EL63,ES12,EL63,2847.92,32.09
ES12-EL64,ES12,EL64,3029.34,34.05
ES12-EL65,ES12,EL65,2987.37,33.44
ES12-ES11,ES12,ES11,275.11,2.96
ES12-ES12,ES12,ES12,0,0
ES12-ES13,ES12,ES13,194.85,2.24
ES12-ES21,ES12,ES21,333.62,3.8
ES12-ES22,ES12,ES22,449.84,5.11
ES12-ES23,ES12,ES23,384.04,4.29
ES12-ES24,ES12,ES24,570.47,6.32
